,timestamp,open,high,low,close,volume
54,2022-05-27,6.68,6.724,6.604,6.666,133325250
55,2022-05-26,6.582,6.691,6.502,6.666,192129600
56,2022-05-25,6.48,6.591,6.473,6.59,180845520
57,2022-05-24,6.704,6.717,6.48,6.486,251397830
58,2022-05-23,6.7,6.728,6.652,6.715,137421900
59,2022-05-20,6.596,6.693,6.581,6.687,188009530
60,2022-05-19,6.45,6.586,6.44,6.585,187798320
61,2022-05-18,6.543,6.585,6.507,6.524,160792190
62,2022-05-17,6.513,6.548,6.447,6.546,135261800
63,2022-05-16,6.575,6.595,6.483,6.511,191454010
64,2022-05-13,6.474,6.534,6.446,6.531,140778030
65,2022-05-12,6.432,6.513,6.397,6.457,145056800
66,2022-05-11,6.409,6.606,6.401,6.452,369778700
67,2022-05-10,6.23,6.42,6.192,6.409,191779830
68,2022-05-09,6.227,6.325,6.216,6.303,250440300
69,2022-05-06,6.26,6.327,6.23,6.248,303672200
70,2022-05-05,6.324,6.444,6.319,6.391,228859300
71,2022-05-04,6.347,6.347,6.347,6.347,0
72,2022-05-03,6.347,6.347,6.347,6.347,0
73,2022-04-29,6.113,6.348,6.11,6.347,335214240
74,2022-04-28,6.06,6.142,6.0,6.097,343321820
75,2022-04-27,5.913,6.117,5.81,6.114,418770260
76,2022-04-26,6.038,6.118,5.879,5.915,347974420
77,2022-04-25,6.347,6.358,6.018,6.025,343945700
78,2022-04-22,6.46,6.523,6.365,6.446,237327840
79,2022-04-21,6.68,6.706,6.459,6.485,216186190
80,2022-04-20,6.85,6.863,6.68,6.691,128694100
81,2022-04-19,6.825,6.867,6.803,6.849,121372270
82,2022-04-18,6.76,6.863,6.713,6.827,159900400
83,2022-04-15,6.852,6.889,6.795,6.821,113224800
84,2022-04-14,6.83,6.93,6.814,6.883,147280080
85,2022-04-13,6.86,6.888,6.79,6.793,143248700
86,2022-04-12,6.779,6.905,6.71,6.893,247809730
87,2022-04-11,6.96,6.98,6.75,6.782,188235000
88,2022-04-08,6.996,7.009,6.866,7.005,141805130
89,2022-04-07,7.118,7.147,6.98,6.982,194888300
90,2022-04-06,7.15,7.15,7.047,7.144,128783210
91,2022-04-05,7.16,7.16,7.16,7.16,0
92,2022-04-04,7.16,7.16,7.16,7.16,0
93,2022-04-01,7.055,7.171,7.055,7.16,182142160
94,2022-03-31,7.151,7.166,7.099,7.111,134581310
95,2022-03-30,7.045,7.178,7.045,7.173,228541710
96,2022-03-29,7.06,7.09,7.001,7.021,125852280
97,2022-03-28,6.997,7.109,6.941,7.059,110825100
98,2022-03-25,7.124,7.16,7.033,7.035,112602230
99,2022-03-24,7.142,7.173,7.095,7.126,107459870
